Hour;WS;Ta
8488;3.9;-1.48
8489;4.19;-2.46
8490;4.46;-2.7
8491;4.25;-2.96
8492;3.51;-3.35
8493;2.71;-4.14
8494;2.57;-4.72
8495;2.59;-4.93
8496;2.55;-5.08
8497;2.52;-5.2
8498;2.44;-5.46
8499;2.32;-5.77
8500;2.44;-6.26
8501;2.77;-7.02
8502;3.04;-7.76
8503;4.47;-7.43
8504;4.76;-7.31
8505;4.74;-7.26
8506;4.77;-6.97
8507;4.51;-7.06
8508;3.71;-8.31
8509;3.78;-11.0
8510;4.21;-13.44
8511;4.34;-14.37
8512;4.23;-14.62
8513;4.05;-14.53
8514;3.84;-14.26
8515;3.64;-14.03
8516;3.43;-14.04
8517;3.18;-14.44
8518;3.0;-15.04
8519;2.86;-15.71
8520;2.7;-16.31
8521;2.53;-16.64
8522;2.32;-16.76
8523;2.09;-16.76
8524;1.93;-16.88
8525;1.91;-17.1
8526;1.78;-17.02
8527;2.08;-16.3
8528;2.12;-16.01
8529;2.04;-15.52
8530;2.28;-15.11
8531;2.31;-14.85
8532;2.21;-14.97
8533;1.74;-15.75
8534;2.17;-16.49
8535;2.51;-16.56
8536;3.02;-16.49
8537;3.63;-16.52
8538;4.03;-16.61
8539;4.42;-16.64
8540;4.72;-16.71
8541;4.8;-16.88
8542;5.0;-17.13
8543;4.99;-17.55
8544;4.87;-18.24
8545;4.58;-19.33
8546;4.43;-20.52
8547;4.21;-21.4
8548;3.81;-22.25
8549;3.62;-23.14
8550;3.46;-23.38
8551;3.59;-21.88
8552;4.65;-20.14
8553;5.04;-19.24
8554;5.14;-18.79
8555;5.19;-18.46
8556;4.78;-18.36
8557;3.52;-18.96
8558;3.16;-20.36
8559;3.43;-21.41
8560;3.57;-22.21
8561;3.61;-22.92
8562;3.66;-22.95
8563;3.61;-22.45
8564;3.55;-21.85
8565;3.64;-21.07
8566;3.58;-20.61
8567;3.33;-20.57
8568;3.18;-20.61
8569;3.08;-20.45
8570;2.98;-20.38
8571;2.94;-20.63
8572;2.94;-20.79
8573;2.87;-20.8
8574;2.93;-20.68
8575;3.52;-19.33
8576;4.04;-18.08
8577;3.86;-17.48
8578;3.76;-17.22
8579;3.96;-17.13
8580;4.0;-17.29
8581;3.26;-17.96
8582;3.29;-18.98
8583;3.86;-19.36
8584;4.31;-19.56
8585;4.42;-19.8
8586;4.31;-20.06
8587;4.3;-20.33
8588;4.73;-20.56
8589;5.13;-20.76
8590;5.26;-21.02
8591;5.42;-21.06
8592;5.76;-19.84
8593;6.25;-18.8
8594;6.66;-18.14
8595;7.35;-17.49
8596;8.04;-17.12
8597;8.37;-17.2
8598;8.6;-17.2
8599;9.2;-16.26
8600;10.23;-14.19
8601;10.58;-12.06
8602;11.17;-9.85
8603;11.69;-7.42
8604;13.05;-5.05
8605;13.89;-3.4
8606;14.53;-2.2
8607;15.19;-1.43
8608;15.52;-0.77
8609;14.88;-0.38
8610;13.7;-0.33
8611;12.38;-0.47
8612;10.69;-0.75
8613;8.8;-1.14
8614;6.62;-1.57
8615;5.14;-2.14
8616;3.95;-2.92
8617;3.29;-3.69
8618;3.3;-4.49
8619;2.97;-5.51
8620;2.89;-6.77
8621;2.78;-8.02
8622;2.65;-9.22
8623;2.76;-10.2
8624;2.55;-10.77
8625;2.53;-10.99
8626;2.53;-10.82
8627;2.13;-10.89
8628;1.83;-12.25
8629;2.18;-14.06
8630;2.05;-14.84
8631;1.88;-14.99
8632;1.91;-15.56
8633;2.36;-16.9
8634;3.1;-18.87
8635;3.91;-20.87
8636;4.49;-21.45
8637;4.51;-19.69
8638;4.9;-17.56
8639;5.44;-16.95
8640;5.36;-17.3
8641;5.16;-17.86
8642;5.05;-18.62
8643;4.69;-19.46
8644;3.9;-20.0
8645;3.46;-20.09
8646;3.47;-19.89
8647;4.07;-19.03
8648;4.17;-17.99
8649;4.06;-16.95
8650;3.81;-15.64
8651;3.61;-14.17
8652;2.85;-13.45
8653;3.01;-14.8
8654;3.78;-17.31
8655;4.26;-19.12
8656;4.42;-20.15
8657;4.4;-21.02
8658;4.15;-21.31
8659;3.75;-20.79
8660;3.39;-20.69
8661;2.89;-21.56
8662;2.41;-22.61
8663;2.31;-23.49
8664;2.32;-24.2
8665;2.36;-24.81
8666;2.38;-25.35
8667;2.42;-25.83
8668;2.42;-26.37
8669;2.42;-26.99
8670;2.41;-27.38
8671;2.38;-26.15
8672;2.54;-24.62
8673;2.01;-23.33
8674;1.71;-21.64
8675;1.57;-19.97
8676;1.26;-19.11
8677;1.3;-19.49
8678;1.36;-19.77
8679;1.26;-20.01
8680;1.36;-20.31
8681;1.6;-20.83
8682;1.84;-21.14
8683;2.04;-21.76
8684;2.16;-22.51
8685;2.25;-23.41
8686;2.22;-24.06
8687;2.15;-24.32
8688;2.18;-24.16
8689;2.3;-23.63
8690;2.4;-23.12
8691;2.67;-22.53
8692;3.31;-21.77
8693;4.1;-21.1
8694;4.57;-20.7
8695;4.87;-19.79
8696;4.88;-18.85
8697;4.85;-17.93
8698;4.91;-17.2
8699;5.29;-16.77
8700;5.89;-16.6
8701;5.64;-16.7
8702;5.51;-17.01
8703;5.91;-17.2
8704;6.39;-17.19
8705;6.56;-16.94
8706;6.48;-16.64
8707;6.48;-16.38
8708;6.49;-16.17
8709;6.5;-16.0
8710;6.3;-15.74
8711;6.05;-15.38
8712;5.8;-15.1
8713;5.47;-14.92
8714;5.06;-14.79
8715;4.91;-14.71
8716;4.81;-14.92
8717;4.44;-15.24
8718;4.22;-15.23
8719;4.04;-14.7
8720;3.68;-13.99
8721;3.39;-13.25
8722;3.57;-12.13
8723;3.41;-11.27
8724;2.55;-11.02
8725;2.31;-11.88
8726;2.84;-12.93
8727;3.05;-13.17
8728;3.06;-12.93
8729;3.1;-12.62
8730;3.14;-12.45
8731;3.07;-12.49
8732;2.79;-12.81
8733;2.64;-13.2
8734;2.59;-13.42
8735;2.68;-13.44
8736;2.83;-13.24
8737;2.98;-12.96
8738;3.09;-12.76
8739;3.2;-12.56
8740;3.75;-12.36
8741;4.3;-12.41
8742;4.71;-12.45
8743;5.08;-11.96
8744;5.15;-10.88
8745;5.0;-9.63
8746;4.35;-8.24
8747;3.41;-7.06
8748;2.56;-6.71
8749;2.83;-7.61
8750;3.44;-9.13
8751;3.7;-10.31
8752;3.73;-11.26
8753;3.6;-12.01
8754;3.33;-12.38
8755;3.04;-12.43
8756;2.74;-12.09
8757;2.42;-11.67
8758;2.17;-11.35
8759;2.0;-11.0
8760;1.95;-10.99
8761;2.03;-11.39
