Hour;WS;Ta
6020;3.39;10.44
6021;3.57;9.93
6022;3.86;9.6
6023;4.22;9.4
6024;4.46;9.17
6025;4.54;8.87
6026;4.69;8.64
6027;5.01;8.58
6028;5.88;9.89
6029;5.61;12.06
6030;7.16;15.2
6031;8.55;17.46
6032;9.27;18.89
6033;9.73;19.54
6034;9.89;20.39
6035;9.97;21.76
6036;9.9;22.48
6037;9.63;22.37
6038;8.97;21.65
6039;7.08;20.24
6040;4.92;17.63
6041;4.54;16.17
6042;5.37;15.67
6043;5.5;14.7
6044;5.2;13.82
6045;4.85;13.3
6046;4.85;13.51
6047;4.49;13.75
6048;3.63;13.46
6049;3.27;13.15
6050;3.16;12.42
6051;3.38;12.68
6052;4.57;14.21
6053;4.3;16.11
6054;5.24;19.68
6055;6.47;22.18
6056;7.28;23.54
6057;7.81;24.54
6058;8.03;25.17
6059;8.03;25.31
6060;7.91;24.95
6061;7.62;24.36
6062;6.77;23.29
6063;5.37;21.98
6064;4.52;20.33
6065;4.47;19.05
6066;4.42;18.03
6067;4.25;17.15
6068;3.89;16.28
6069;3.94;15.55
6070;4.53;14.94
6071;4.7;14.14
6072;4.47;13.15
6073;3.93;12.18
6074;3.52;11.25
6075;3.07;10.51
6076;3.93;11.46
6077;4.26;13.61
6078;4.43;15.48
6079;4.4;16.9
6080;4.28;18.1
6081;4.14;19.01
6082;3.88;19.76
6083;3.57;20.36
6084;3.26;20.55
6085;2.94;20.31
6086;2.61;19.61
6087;1.75;17.43
6088;2.26;14.29
6089;2.51;12.95
6090;2.68;11.94
6091;2.8;11.06
6092;2.89;10.32
6093;2.96;9.66
6094;2.99;9.12
6095;3.01;8.72
6096;3.02;8.38
6097;3.02;8.09
6098;3.01;7.88
6099;2.93;7.95
6100;3.42;10.87
6101;3.53;13.17
6102;3.18;16.54
6103;2.99;20.38
6104;2.78;21.93
6105;2.66;23.01
6106;2.51;23.48
6107;2.49;24.05
6108;2.47;23.91
6109;2.49;23.62
6110;2.42;23.05
6111;1.82;20.69
6112;2.42;17.95
6113;2.8;16.68
6114;3.07;15.85
6115;3.17;15.28
6116;3.26;14.86
6117;3.32;14.42
6118;3.27;13.86
6119;3.18;13.48
6120;3.12;13.18
6121;3.09;12.91
6122;3.05;12.61
6123;2.98;12.44
6124;3.87;14.37
6125;4.02;16.14
6126;3.72;18.82
6127;4.22;21.78
6128;4.17;23.0
6129;3.97;23.86
6130;3.86;24.62
6131;3.78;25.14
6132;3.79;25.33
6133;3.92;25.12
6134;3.59;24.3
6135;2.78;21.37
6136;3.42;18.15
6137;3.7;17.08
6138;3.79;16.33
6139;3.71;15.83
6140;3.63;15.61
6141;3.59;15.26
6142;3.59;14.92
6143;3.59;14.73
6144;3.55;14.54
6145;3.44;14.28
6146;3.46;14.1
6147;3.62;14.08
6148;4.7;15.44
6149;5.1;16.88
6150;5.36;19.36
6151;6.63;22.07
6152;7.02;23.64
6153;6.82;24.4
6154;6.62;24.7
6155;6.54;25.07
6156;6.64;25.48
6157;6.77;25.55
6158;6.26;24.89
6159;4.42;22.75
6160;4.31;20.28
6161;5.29;19.92
6162;5.86;19.45
6163;5.85;18.95
6164;5.4;18.45
6165;4.86;17.9
6166;4.11;17.37
6167;3.28;16.87
6168;3.09;16.48
6169;3.29;16.22
6170;3.26;15.69
6171;3.5;15.31
6172;4.52;15.48
6173;5.99;16.33
6174;7.14;17.47
6175;7.86;18.04
6176;8.08;18.38
6177;8.05;18.71
6178;8.01;19.05
6179;8.01;19.3
6180;7.92;19.28
6181;7.53;18.84
6182;6.89;18.05
6183;5.11;16.47
6184;3.53;13.58
6185;3.52;12.72
6186;3.38;11.91
6187;3.25;11.11
6188;3.0;10.27
6189;2.8;9.52
6190;2.66;8.89
6191;2.58;8.39
6192;2.55;7.93
6193;2.57;7.55
6194;2.6;7.38
6195;2.65;7.73
6196;3.8;9.19
6197;4.38;10.92
6198;5.32;12.53
6199;5.64;13.3
6200;5.96;14.08
6201;6.44;14.69
6202;7.05;14.9
6203;7.62;14.44
6204;8.06;13.66
6205;7.99;12.94
6206;7.47;12.73
6207;6.01;12.15
6208;3.83;10.29
6209;3.59;9.44
6210;3.69;8.83
6211;3.86;8.3
6212;3.48;7.46
6213;3.33;6.78
6214;3.37;6.65
6215;2.86;5.87
6216;2.66;4.98
6217;2.64;4.5
6218;2.67;4.15
6219;2.67;3.91
6220;3.24;6.26
6221;3.81;8.83
6222;4.63;10.87
6223;5.0;12.15
6224;4.95;12.9
6225;4.97;13.83
6226;5.08;14.76
6227;5.3;14.86
6228;5.45;14.55
6229;5.4;14.12
6230;5.04;13.32
6231;3.87;12.12
6232;2.59;10.47
6233;2.51;9.4
6234;2.45;8.76
6235;2.38;7.96
6236;2.23;7.43
6237;2.17;7.31
6238;2.03;6.83
6239;2.02;6.69
6240;2.14;6.65
6241;2.49;6.71
6242;2.33;6.49
6243;2.22;5.34
6244;3.24;5.76
6245;4.23;7.56
6246;5.01;9.69
6247;4.81;11.1
6248;4.46;12.29
6249;4.12;13.3
6250;3.7;14.1
6251;3.34;14.69
6252;3.18;14.94
6253;3.08;14.76
6254;2.91;14.11
6255;1.99;11.88
6256;2.45;9.73
6257;2.71;9.05
6258;2.92;8.36
6259;3.18;7.67
6260;3.44;7.13
6261;3.89;6.84
6262;3.85;6.52
6263;3.72;6.26
6264;3.61;6.01
6265;3.5;5.76
6266;3.31;5.42
6267;2.98;4.73
6268;3.99;5.3
6269;4.52;7.32
6270;4.79;9.61
6271;4.37;11.2
6272;4.19;12.34
6273;4.16;12.92
6274;4.18;13.09
6275;4.22;13.44
6276;4.21;13.91
6277;4.27;14.01
6278;4.36;13.54
6279;3.18;11.74
6280;3.42;9.78
6281;4.02;9.44
6282;4.46;9.12
6283;5.03;8.9
6284;5.19;8.27
6285;5.34;7.58
6286;5.31;7.07
6287;5.33;6.79
6288;5.39;6.65
6289;5.51;6.59
6290;5.63;6.49
6291;5.8;6.42
6292;6.19;6.5
6293;6.17;7.22
6294;6.18;8.51
6295;7.21;10.37
6296;7.87;12.16
6297;8.19;13.58
6298;8.11;14.42
6299;7.74;14.94
6300;7.11;15.13
6301;6.0;14.67
6302;5.26;13.45
6303;5.36;12.23
6304;6.02;11.16
6305;6.5;10.14
6306;6.58;9.16
6307;6.63;8.37
6308;6.64;7.77
6309;6.32;7.3
6310;6.27;7.47
6311;6.19;8.1
6312;6.26;8.65
6313;5.93;8.78
6314;5.95;8.98
6315;6.2;9.47
6316;6.06;9.79
6317;6.18;10.34
6318;6.52;11.68
6319;6.67;13.76
6320;6.38;16.31
6321;5.61;19.09
6322;4.34;20.51
6323;3.49;21.01
6324;3.62;21.47
6325;3.22;20.73
6326;2.76;18.5
6327;3.3;16.89
6328;3.32;15.4
6329;3.0;14.45
6330;2.66;13.91
6331;2.57;13.87
6332;2.67;13.75
6333;2.89;13.83
6334;3.46;13.79
6335;3.87;13.85
6336;3.88;13.89
6337;3.41;13.73
6338;3.19;13.34
6339;2.4;12.2
6340;2.52;12.01
6341;2.5;13.05
6342;2.03;14.92
6343;1.76;16.23
6344;1.32;16.19
6345;0.73;15.71
6346;0.4;15.24
6347;0.4;15.08
6348;0.98;15.17
6349;1.42;15.26
6350;1.58;15.08
6351;1.59;14.09
6352;2.11;13.0
6353;2.22;12.66
6354;2.28;12.41
6355;2.56;11.99
6356;3.01;11.69
6357;3.37;11.47
6358;3.45;11.3
6359;3.15;11.13
6360;2.93;11.05
6361;3.33;11.13
6362;4.06;11.33
6363;5.08;11.43
6364;5.8;11.55
6365;6.1;11.81
6366;5.88;12.19
6367;5.71;12.56
6368;5.98;12.98
6369;6.26;13.33
6370;6.65;13.64
6371;6.85;13.6
6372;6.73;13.08
6373;6.35;12.55
6374;5.86;12.12
6375;5.11;11.36
6376;4.64;10.51
6377;3.95;9.96
6378;3.48;9.69
6379;2.96;9.55
6380;2.43;9.48
6381;1.87;9.51
6382;1.18;9.58
6383;0.91;9.31
6384;1.05;8.9
6385;1.48;8.27
6386;1.77;7.54
6387;1.87;7.13
6388;1.61;8.18
6389;1.26;9.21
6390;1.01;9.87
6391;1.07;10.49
6392;1.24;11.05
6393;1.59;11.69
6394;2.08;11.76
6395;2.45;11.65
6396;2.62;11.52
6397;2.23;11.37
6398;2.21;11.08
6399;1.94;10.57
6400;1.65;10.12
6401;1.24;9.88
6402;0.77;9.59
6403;0.21;9.48
6404;0.61;9.18
6405;1.17;8.76
6406;1.71;8.51
6407;2.34;7.94
6408;2.86;7.93
6409;2.94;7.25
6410;3.06;6.76
6411;3.19;6.51
6412;3.94;6.94
6413;3.68;7.96
6414;3.36;9.94
6415;3.96;13.12
6416;3.86;14.74
6417;3.36;15.52
6418;2.69;15.94
6419;2.41;16.01
6420;2.51;15.57
6421;2.66;14.95
6422;1.96;14.05
6423;2.25;12.19
6424;2.6;10.97
6425;2.73;10.38
6426;2.82;9.75
6427;2.81;9.03
6428;2.61;8.83
6429;2.45;8.59
6430;2.37;8.42
6431;2.22;8.75
6432;2.06;9.13
6433;1.98;9.31
6434;2.12;9.11
6435;2.44;8.44
6436;2.76;8.8
6437;4.15;10.47
6438;4.77;12.26
6439;5.48;13.73
6440;5.86;14.55
6441;5.94;14.85
6442;5.93;14.6
6443;5.98;14.15
6444;5.64;13.1
6445;4.78;12.37
6446;3.6;11.94
6447;1.99;11.01
6448;1.81;10.33
6449;1.77;10.07
6450;1.59;9.69
6451;2.14;9.54
6452;3.38;9.36
6453;4.51;9.22
6454;5.08;9.14
6455;5.44;9.06
6456;5.69;8.87
6457;6.0;8.74
6458;6.22;8.72
6459;6.31;8.94
6460;5.99;9.34
6461;6.04;9.98
6462;6.28;10.88
6463;7.13;12.02
6464;7.63;12.54
6465;7.87;13.08
6466;7.62;13.98
6467;7.69;15.21
6468;7.85;15.63
6469;7.51;15.18
6470;6.51;13.98
6471;5.74;12.33
6472;6.16;11.27
6473;6.59;10.44
6474;6.28;9.48
6475;5.89;8.69
6476;5.66;8.23
6477;5.32;8.02
6478;4.76;8.05
6479;4.25;8.12
6480;3.95;8.12
6481;4.07;8.16
6482;4.21;8.03
6483;4.75;7.74
6484;5.46;7.19
6485;6.03;6.73
6486;6.21;6.69
6487;6.26;7.26
6488;6.08;8.16
6489;5.81;9.26
6490;5.62;10.23
6491;5.59;11.03
6492;5.73;11.33
6493;5.72;11.05
6494;5.24;10.48
6495;3.14;7.94
6496;3.19;6.03
6497;3.41;5.34
6498;3.67;4.9
6499;4.23;5.51
6500;4.13;5.1
6501;3.81;3.49
6502;3.97;2.75
6503;3.99;2.24
6504;3.94;2.08
6505;3.97;2.17
6506;3.59;1.87
6507;3.45;1.8
6508;4.22;2.42
6509;4.41;3.95
6510;5.37;6.85
6511;5.9;8.8
6512;5.82;9.63
6513;5.66;9.8
6514;5.55;9.93
6515;5.57;10.57
6516;5.48;10.53
6517;5.38;10.41
6518;4.59;9.79
6519;2.85;7.09
6520;2.94;5.38
6521;2.77;5.15
6522;2.57;4.89
6523;2.47;4.15
6524;2.41;2.9
6525;2.27;2.33
6526;2.23;2.02
6527;2.35;1.83
6528;2.49;2.19
6529;2.54;2.7
6530;2.67;2.65
6531;2.91;1.64
6532;2.85;2.15
6533;3.67;4.59
6534;3.18;7.39
6535;3.56;9.94
6536;3.25;10.62
6537;2.82;11.24
6538;2.37;11.69
6539;2.11;11.95
6540;2.14;11.87
6541;2.21;11.52
6542;1.69;10.74
6543;1.32;8.98
6544;1.13;8.54
6545;1.29;7.74
6546;1.59;6.76
6547;1.77;5.98
6548;1.9;5.38
6549;1.98;4.87
6550;2.06;4.46
6551;2.18;4.12
6552;2.28;3.79
6553;2.34;3.44
6554;2.45;2.83
6555;2.54;2.42
6556;2.34;2.86
6557;2.7;5.59
6558;2.23;8.44
6559;2.09;10.16
6560;1.86;10.9
6561;1.7;11.4
6562;1.77;11.98
6563;2.04;12.59
6564;2.31;12.93
6565;2.51;12.92
6566;2.17;12.37
6567;1.93;9.91
6568;2.11;8.61
6569;2.08;7.92
6570;1.95;7.43
6571;1.73;7.15
6572;1.49;7.07
6573;1.27;7.03
6574;1.11;7.18
6575;1.02;7.37
6576;1.0;7.46
6577;1.0;7.47
6578;1.01;7.42
6579;1.02;7.43
6580;1.1;7.43
6581;1.46;8.67
6582;1.81;10.59
6583;2.01;11.51
6584;2.03;11.85
6585;1.98;12.12
6586;2.03;12.46
6587;2.13;12.8
6588;2.2;13.01
6589;2.24;12.94
6590;1.88;12.44
6591;1.71;10.81
6592;1.92;9.98
6593;1.97;9.48
6594;1.99;9.22
6595;1.94;9.13
6596;1.83;9.12
6597;1.95;9.02
6598;2.27;8.79
6599;2.28;8.33
6600;2.35;7.92
6601;2.44;7.62
6602;2.44;7.3
6603;2.11;6.76
6604;2.36;6.4
6605;2.81;7.24
6606;3.01;9.39
6607;3.04;10.49
6608;2.86;11.33
6609;2.64;11.88
6610;2.44;12.59
6611;2.38;13.35
6612;2.36;13.62
6613;2.34;13.39
6614;1.97;12.48
6615;2.09;9.53
6616;2.6;7.92
6617;2.86;7.2
6618;2.93;6.7
6619;2.93;6.32
6620;2.89;6.03
6621;2.89;5.94
6622;2.85;5.92
6623;2.64;5.57
6624;2.5;5.12
6625;2.41;4.74
6626;2.39;4.33
6627;2.41;3.93
6628;2.81;4.23
6629;4.08;6.08
6630;4.46;8.79
6631;5.17;11.41
6632;5.38;12.6
6633;5.48;13.36
6634;5.56;13.44
6635;5.64;13.4
6636;5.63;13.12
6637;5.46;12.63
6638;4.83;11.76
6639;3.86;9.8
6640;4.96;8.91
6641;5.62;8.32
6642;5.65;7.6
6643;5.55;6.94
6644;5.36;6.28
6645;5.19;5.53
6646;4.94;4.79
6647;5.07;4.35
6648;5.11;3.87
6649;5.18;3.37
6650;5.41;3.15
6651;5.32;2.83
6652;5.38;2.48
6653;5.67;3.37
6654;5.88;5.3
6655;6.14;7.22
6656;6.12;8.62
6657;6.16;9.44
6658;6.24;10.05
6659;6.26;10.44
6660;6.2;10.4
6661;5.98;9.94
6662;5.03;8.82
6663;3.41;5.4
6664;3.56;4.02
6665;3.51;3.12
6666;3.33;2.18
6667;3.12;1.3
6668;2.95;0.54
6669;2.82;-0.1
6670;2.73;-0.6
6671;2.7;-0.92
6672;2.73;-1.19
6673;2.77;-1.42
6674;2.72;-1.49
6675;2.56;-1.1
6676;2.34;-0.35
6677;3.07;1.83
6678;2.74;3.8
6679;3.86;7.35
6680;4.28;8.86
6681;4.27;9.51
6682;4.1;9.77
6683;3.95;9.64
6684;3.8;9.47
6685;3.4;9.11
6686;2.18;7.9
6687;2.5;6.15
6688;2.63;5.56
6689;2.69;5.12
6690;2.81;4.41
6691;2.84;3.75
6692;2.74;3.49
6693;2.68;2.71
6694;2.64;2.05
6695;2.6;1.58
6696;2.57;1.08
6697;2.59;0.29
6698;2.57;-0.19
6699;2.56;-0.55
6700;2.49;-0.43
6701;2.95;2.12
6702;2.56;4.25
6703;3.42;7.28
6704;3.86;8.64
6705;4.0;9.43
6706;3.94;10.14
6707;3.71;10.73
6708;3.52;11.01
6709;3.32;10.76
6710;2.3;9.35
6711;2.45;6.08
6712;2.61;4.99
6713;2.64;4.22
6714;2.62;3.52
6715;2.58;2.89
6716;2.47;2.37
6717;2.32;1.97
6718;2.06;1.85
6719;1.72;1.92
6720;1.36;1.93
6721;1.17;1.51
6722;1.34;1.09
6723;1.72;0.49
6724;2.08;-0.25
6725;2.42;2.13
6726;2.25;4.31
6727;2.42;8.26
6728;2.22;9.78
6729;1.84;10.61
6730;1.45;11.3
6731;1.26;11.9
6732;1.36;12.12
6733;1.68;11.85
6734;1.47;10.19
6735;1.92;7.9
6736;1.96;7.17
6737;1.9;6.65
6738;1.97;5.93
6739;2.25;4.87
6740;2.61;3.62
6741;2.94;2.58
6742;3.13;1.95
6743;3.19;1.5
6744;3.16;1.07
6745;3.11;0.64
6746;3.04;0.23
6747;2.98;-0.16
6748;2.86;-0.17
6749;3.77;2.57
6750;2.77;4.68
6751;2.9;8.11
6752;3.9;11.51
6753;4.08;12.8
6754;4.05;13.68
6755;3.88;14.36
6756;3.63;14.65
6757;3.26;14.39
6758;2.15;11.9
6759;2.64;8.93
6760;2.98;7.49
6761;3.27;6.3
6762;3.46;5.35
6763;3.49;4.49
6764;3.4;3.62
6765;3.3;2.78
6766;3.21;2.03
6767;3.14;1.44
6768;3.07;0.91
6769;3.02;0.43
6770;2.94;-0.06
6771;2.86;-0.54
6772;2.76;-0.69
6773;3.42;2.09
6774;2.64;4.31
6775;2.18;7.69
6776;2.75;11.33
6777;2.81;13.23
6778;2.8;14.23
6779;2.77;14.94
6780;2.63;15.14
6781;2.33;14.76
6782;1.59;12.53
6783;1.68;10.94
6784;1.74;10.01
6785;2.02;8.76
6786;2.31;7.34
6787;2.5;6.09
6788;2.57;5.05
6789;2.54;4.19
6790;2.43;3.65
6791;2.25;3.4
6792;2.04;3.24
6793;1.84;3.06
6794;1.7;2.78
6795;1.63;2.4
6796;1.63;1.95
6797;1.62;3.47
6798;1.46;5.46
6799;0.95;8.33
6800;0.74;11.95
6801;0.51;13.9
6802;0.31;14.72
6803;0.45;15.22
6804;0.73;15.35
6805;0.91;14.98
6806;0.93;13.37
6807;1.27;11.53
6808;1.68;10.65
6809;2.0;9.73
6810;2.23;8.83
6811;2.4;7.88
6812;2.52;6.98
6813;2.59;6.15
6814;2.65;5.15
6815;2.7;4.23
6816;2.72;3.59
6817;2.66;3.42
6818;2.51;3.73
6819;2.4;3.74
6820;2.55;3.69
6821;3.42;4.37
6822;3.24;5.21
6823;2.7;7.56
6824;3.43;11.26
6825;4.45;14.4
6826;4.81;16.37
6827;4.84;16.83
6828;4.86;16.68
6829;4.11;15.87
6830;2.91;12.42
6831;3.56;9.2
6832;3.82;8.48
6833;4.09;8.21
6834;4.36;7.85
6835;4.55;7.32
6836;4.68;6.67
6837;4.97;6.11
6838;5.24;5.76
6839;5.45;6.12
6840;5.18;6.27
6841;4.85;6.12
6842;4.74;5.92
6843;4.96;5.79
6844;5.25;5.5
6845;5.65;5.75
6846;5.56;7.35
6847;6.15;10.39
6848;6.95;13.15
6849;8.04;15.32
6850;8.5;16.41
6851;8.53;16.94
6852;8.37;17.07
6853;7.7;16.65
6854;6.36;14.77
6855;5.66;11.88
6856;6.25;10.75
6857;6.07;9.29
6858;6.24;8.17
6859;6.14;7.13
6860;5.88;6.14
6861;5.65;5.19
6862;5.42;4.48
6863;5.39;4.07
6864;5.46;3.87
6865;5.49;3.74
6866;5.55;3.66
6867;5.53;3.55
6868;5.63;3.36
6869;6.22;4.09
6870;6.34;5.86
6871;7.44;8.73
6872;8.34;11.55
6873;8.05;12.75
6874;7.73;13.35
6875;8.21;14.88
6876;8.39;15.64
6877;7.51;15.23
6878;5.83;13.33
6879;5.35;10.98
6880;6.41;10.73
6881;7.06;11.0
6882;7.17;11.37
6883;6.83;11.53
6884;6.16;11.19
6885;5.37;10.28
6886;5.74;10.55
6887;5.95;10.99
6888;5.71;10.93
6889;5.34;10.15
6890;4.8;8.61
6891;4.72;7.39
6892;4.72;6.7
6893;5.11;6.87
6894;5.19;7.68
6895;5.98;8.57
6896;6.28;9.16
6897;6.55;9.72
6898;6.53;10.28
6899;6.06;10.88
6900;5.57;11.37
6901;5.14;11.54
6902;3.27;10.19
6903;3.07;7.62
6904;3.26;6.47
6905;3.28;5.7
6906;3.23;4.97
6907;3.11;4.23
6908;2.9;3.57
6909;2.54;3.15
6910;2.06;3.29
6911;1.52;3.6
6912;1.11;3.52
6913;0.9;3.6
6914;0.72;3.31
6915;0.55;3.04
6916;0.3;2.76
6917;0.17;3.36
6918;0.41;4.81
6919;0.44;7.9
6920;0.32;10.58
6921;0.51;11.4
6922;0.79;12.08
6923;1.05;12.65
6924;1.16;12.87
6925;1.16;12.57
6926;0.85;11.05
6927;1.25;9.29
6928;1.93;7.98
6929;2.49;6.51
6930;2.84;5.78
6931;3.02;5.33
6932;3.01;5.15
6933;2.83;5.2
6934;2.6;5.22
6935;2.34;5.27
6936;2.03;5.4
6937;1.82;5.51
6938;1.93;5.36
6939;2.08;5.29
6940;2.08;5.27
6941;2.05;5.82
6942;2.79;6.45
6943;2.69;7.01
6944;2.82;7.8
6945;3.21;8.8
6946;3.4;10.12
6947;3.77;11.33
6948;4.05;11.55
6949;3.85;11.25
6950;2.99;9.99
6951;2.84;8.55
6952;2.64;8.12
6953;2.43;7.71
6954;2.26;7.45
6955;2.09;7.44
6956;1.92;7.33
6957;1.47;7.44
6958;1.18;7.68
6959;1.37;7.5
6960;1.61;7.19
6961;1.79;6.98
6962;1.99;6.76
6963;2.05;6.75
6964;1.93;6.7
6965;1.52;7.09
6966;1.88;7.62
6967;1.68;8.24
6968;1.69;9.51
6969;1.89;10.9
6970;2.12;12.26
6971;2.49;13.25
6972;2.87;13.55
6973;2.88;13.39
6974;2.14;11.58
6975;2.7;9.95
6976;3.15;9.41
6977;4.21;9.14
6978;5.2;7.85
6979;4.57;6.09
6980;3.67;4.77
6981;3.25;3.79
6982;3.18;3.19
6983;3.28;3.6
6984;3.26;4.01
6985;2.97;3.88
6986;2.83;3.88
6987;2.68;3.94
6988;2.5;3.84
6989;2.92;4.46
6990;2.96;5.09
6991;2.74;5.65
6992;2.78;6.01
6993;2.98;6.33
6994;3.13;7.05
6995;3.13;7.55
6996;3.16;7.26
6997;3.03;6.69
6998;2.07;5.61
6999;2.36;4.49
7000;2.78;3.84
7001;3.27;2.75
7002;3.71;2.28
7003;4.1;2.02
7004;4.22;1.72
7005;4.05;1.33
7006;3.79;1.06
7007;3.63;0.8
7008;3.97;0.79
7009;4.04;0.58
7010;3.95;0.15
7011;3.97;-0.28
7012;4.24;-0.54
7013;5.15;0.22
7014;5.53;1.93
7015;6.39;3.71
7016;6.63;4.49
7017;6.45;5.02
7018;6.39;5.43
7019;6.36;5.85
7020;6.36;6.05
7021;6.21;5.85
7022;4.91;4.84
7023;3.94;3.34
7024;3.77;2.38
7025;3.51;1.3
7026;3.45;0.53
7027;3.4;-0.0
7028;3.19;-0.62
7029;3.25;-0.79
7030;3.16;-0.78
7031;3.16;-0.41
7032;3.43;-0.1
7033;4.17;0.05
7034;5.05;0.36
7035;5.76;0.74
7036;6.2;0.89
7037;6.78;1.07
7038;7.62;1.08
7039;8.5;1.28
7040;9.25;2.15
7041;9.63;3.87
7042;9.41;5.8
7043;9.24;7.73
7044;9.39;9.16
7045;9.8;9.71
7046;9.57;9.7
7047;9.13;10.01
7048;8.92;10.43
7049;8.09;10.48
7050;8.08;10.67
7051;7.92;10.48
7052;7.57;9.54
7053;7.58;9.17
7054;7.61;9.07
7055;7.54;8.74
7056;7.72;8.79
7057;7.49;8.42
7058;7.32;7.62
7059;7.36;7.0
7060;7.47;6.76
7061;7.67;6.99
7062;8.15;8.3
7063;9.33;10.57
7064;9.82;12.36
7065;10.05;13.73
7066;10.4;15.04
7067;10.51;16.04
7068;10.13;16.5
7069;8.94;16.09
7070;7.11;14.4
7071;6.0;12.32
7072;6.18;11.51
7073;6.25;10.97
7074;5.94;10.37
7075;5.48;9.5
7076;5.22;8.66
7077;5.02;8.02
7078;4.69;7.37
7079;4.47;6.78
7080;4.36;6.2
7081;4.74;6.21
7082;5.13;6.23
7083;4.94;6.38
7084;4.58;6.49
7085;4.85;6.71
7086;5.16;7.96
7087;5.07;10.1
7088;4.48;12.37
7089;4.74;14.67
7090;5.18;16.69
7091;5.12;17.32
7092;4.46;16.94
7093;2.75;14.93
7094;3.16;13.3
7095;4.19;12.76
7096;5.22;12.33
7097;5.48;11.61
7098;5.12;11.31
7099;5.14;11.32
7100;5.16;11.24
7101;5.08;11.05
7102;4.31;10.48
7103;3.82;9.84
7104;3.74;9.28
7105;3.76;8.56
7106;3.92;7.61
7107;4.64;6.83
7108;5.36;5.84
7109;5.49;5.03
7110;5.28;5.62
7111;5.58;7.67
7112;6.01;9.41
7113;5.94;10.31
7114;5.68;10.83
7115;5.36;11.12
7116;5.08;10.94
7117;4.37;10.26
7118;2.85;7.76
7119;3.06;6.37
7120;3.26;5.98
7121;3.4;5.56
7122;3.53;5.4
7123;4.0;5.36
7124;4.4;5.05
7125;3.49;4.1
7126;2.97;3.09
7127;3.05;2.1
7128;3.36;1.81
7129;3.67;1.69
7130;4.61;2.29
7131;5.21;2.68
7132;5.6;2.61
7133;6.02;2.32
7134;7.61;2.65
7135;8.11;3.57
7136;8.39;4.55
7137;8.58;5.3
7138;8.63;5.58
7139;8.56;5.73
7140;8.23;5.47
7141;7.58;5.03
7142;6.3;4.12
7143;5.46;3.11
7144;5.36;2.58
7145;5.22;2.08
7146;5.06;1.58
7147;4.88;1.01
7148;4.49;0.26
7149;4.33;-0.5
7150;3.73;-1.54
7151;3.09;-2.82
7152;2.97;-3.49
7153;2.8;-3.99
7154;2.65;-4.44
7155;2.58;-4.77
7156;2.48;-4.89
7157;2.57;-3.49
7158;2.72;-1.45
7159;3.62;1.08
7160;3.89;2.36
7161;4.01;3.44
7162;4.19;4.4
7163;4.47;5.18
7164;4.7;5.56
7165;4.39;5.33
7166;3.05;2.28
7167;3.56;0.47
7168;3.79;0.28
7169;4.02;-0.0
7170;4.16;-0.42
7171;4.23;-0.94
7172;4.35;-1.39
7173;4.53;-1.76
7174;4.59;-2.0
7175;4.76;-2.01
7176;5.0;-1.91
7177;5.06;-1.95
7178;5.02;-2.1
7179;5.08;-2.19
7180;5.22;-2.35
7181;5.73;-1.92
7182;5.79;-0.13
7183;5.57;2.54
7184;6.76;6.1
7185;8.04;8.54
7186;8.08;9.55
7187;7.86;10.02
7188;7.45;10.0
7189;5.88;9.0
7190;4.34;5.51
7191;5.09;3.9
7192;6.0;3.6
7193;6.07;2.63
7194;5.99;1.66
7195;5.96;0.85
7196;6.03;0.17
7197;6.11;-0.45
7198;5.85;-0.96
7199;5.67;-1.33
7200;5.57;-1.71
7201;5.34;-2.09
7202;5.07;-2.42
7203;4.88;-2.52
7204;5.0;-2.38
7205;5.06;-2.07
7206;5.04;-0.31
7207;5.0;1.9
7208;5.03;3.9
7209;5.13;5.51
7210;5.1;6.4
7211;5.14;7.09
7212;4.65;7.33
7213;3.97;6.69
7214;3.88;5.55
7215;4.33;5.12
7216;4.52;4.9
7217;4.5;4.58
7218;4.35;4.05
7219;4.17;3.54
7220;4.04;3.12
7221;4.0;3.01
7222;3.59;3.04
7223;2.73;2.73
7224;2.43;2.77
7225;2.19;2.83
7226;2.37;2.8
7227;2.71;2.43
7228;3.06;1.87
7229;3.29;2.84
7230;4.71;4.98
7231;5.18;6.6
7232;6.37;8.18
7233;6.84;8.94
7234;6.6;8.98
7235;6.15;8.99
7236;5.52;8.84
7237;4.44;8.32
7238;2.76;6.55
7239;2.52;5.16
7240;2.42;4.18
7241;2.23;3.05
7242;1.85;2.3
7243;1.27;2.28
7244;0.72;1.9
7245;1.07;1.3
7246;1.85;0.26
7247;2.52;-0.63
7248;2.95;-0.57
7249;3.24;-0.3
7250;3.53;-0.41
7251;3.69;-0.43
7252;3.8;-0.45
7253;4.44;0.43
7254;5.39;2.64
7255;5.21;4.8
7256;6.36;7.64
7257;6.47;9.3
7258;6.39;10.61
7259;6.23;11.26
7260;5.77;11.12
7261;4.71;10.44
7262;4.03;9.43
7263;4.4;9.17
7264;4.72;8.91
7265;4.77;8.44
7266;4.82;8.07
7267;4.13;7.4
7268;3.66;6.5
7269;3.91;6.07
7270;3.98;5.6
7271;3.74;4.75
7272;3.74;3.98
7273;4.3;3.94
7274;4.6;4.11
7275;4.21;3.98
7276;4.23;3.8
7277;4.08;3.48
7278;3.87;3.54
7279;4.11;4.32
7280;4.33;5.14
7281;4.31;6.01
7282;4.44;7.83
7283;4.79;10.31
7284;4.93;11.68
